timestamp,date,day_of_week,time,hour,minute,solar_generation_kw,home_consumption_kw,grid_import_kw,grid_export_surplus_kw,net_surplus_kw,delhi_export_tariff_per_kwh,delhi_import_tariff_per_kwh,fair_market_price_per_kwh,earnings_from_export_at_tariff,earnings_from_export_at_fair_price,cost_of_grid_import,voltage_v,frequency_hz,current_a,power_factor,grid_frequency_status
2025-10-24 08:15:00,2025-10-24,Friday,08:15:00,8,15,2.01,2.38,0.37,0.0,-0.37,4.3,8.5,5.5,0.0,0.0,3.14,232.16758495860253,49.91910629140018,10.892448512585812,0.95,NORMAL
2025-10-24 08:30:00,2025-10-24,Friday,08:30:00,8,30,2.5,2.28,0.0,0.22,0.22,4.3,8.5,5.5,0.95,1.21,0.0,225.42609427863124,49.939338895364635,10.434782608695652,0.95,NORMAL
2025-10-24 08:45:00,2025-10-24,Friday,08:45:00,8,45,2.22,2.38,0.16,0.0,-0.16,4.3,8.5,5.5,0.0,0.0,1.36,230.22494013300948,50.01733226868713,10.892448512585812,0.95,NORMAL
2025-10-24 09:00:00,2025-10-24,Friday,09:00:00,9,0,3.06,1.23,0.0,1.83,1.83,4.3,8.5,5.5,7.87,10.07,0.0,228.37423915238895,50.06007437573182,5.62929061784897,0.95,NORMAL
2025-10-24 09:15:00,2025-10-24,Friday,09:15:00,9,15,3.11,1.21,0.0,1.9,1.9,4.3,8.5,5.5,8.17,10.45,0.0,229.26640995916884,49.93049086113779,5.537757437070939,0.95,NORMAL
2025-10-24 09:30:00,2025-10-24,Friday,09:30:00,9,30,3.09,1.15,0.0,1.94,1.94,4.3,8.5,5.5,8.34,10.67,0.0,228.86277759390126,49.96835213264018,5.2631578947368425,0.95,NORMAL
2025-10-24 09:45:00,2025-10-24,Friday,09:45:00,9,45,3.26,1.12,0.0,2.14,2.14,4.3,8.5,5.5,9.2,11.77,0.0,225.40982037316752,50.00303898422422,5.125858123569794,0.95,NORMAL
2025-10-24 10:00:00,2025-10-24,Friday,10:00:00,10,0,3.43,1.16,0.0,2.27,2.27,4.3,8.5,5.5,9.76,12.48,0.0,228.87190928195045,50.003606041138575,5.308924485125858,0.95,NORMAL
2025-10-24 10:15:00,2025-10-24,Friday,10:15:00,10,15,3.69,1.27,0.0,2.42,2.42,4.3,8.5,5.5,10.41,13.31,0.0,232.9571271752047,50.00965912313122,5.812356979405035,0.95,NORMAL
2025-10-24 10:30:00,2025-10-24,Friday,10:30:00,10,30,3.53,1.37,0.0,2.16,2.16,4.3,8.5,5.5,9.29,11.88,0.0,233.64126932881814,49.8888962091915,6.270022883295194,0.95,NORMAL
2025-10-24 10:45:00,2025-10-24,Friday,10:45:00,10,45,3.78,1.26,0.0,2.52,2.52,4.3,8.5,5.5,10.84,13.86,0.0,235.0037002416875,49.93568847155051,5.766590389016018,0.95,NORMAL
2025-10-24 11:00:00,2025-10-24,Friday,11:00:00,11,0,3.79,1.3,0.0,2.49,2.49,4.3,8.5,5.5,10.71,13.7,0.0,227.18996894791476,49.97883431020889,5.949656750572083,0.95,NORMAL
2025-10-24 11:15:00,2025-10-24,Friday,11:15:00,11,15,3.95,1.39,0.0,2.56,2.56,4.3,8.5,5.5,11.01,14.08,0.0,229.93973859225258,49.9269710212942,6.361556064073227,0.95,NORMAL
2025-10-24 11:30:00,2025-10-24,Friday,11:30:00,11,30,3.9,1.1,0.0,2.8,2.8,4.3,8.5,5.5,12.04,15.4,0.0,223.94216081196478,49.950050225548964,5.034324942791762,0.95,NORMAL
2025-10-24 11:45:00,2025-10-24,Friday,11:45:00,11,45,4.15,1.29,0.0,2.86,2.86,4.3,8.5,5.5,12.3,15.73,0.0,230.27791118989833,49.904885827488144,5.9038901601830664,0.95,NORMAL
2025-10-24 12:00:00,2025-10-24,Friday,12:00:00,12,0,4.26,1.05,0.0,3.21,3.21,4.3,8.5,5.5,13.8,17.66,0.0,228.85589870392903,49.94801652494137,4.805491990846682,0.95,NORMAL
2025-10-24 12:15:00,2025-10-24,Friday,12:15:00,12,15,4.13,1.28,0.0,2.85,2.85,4.3,8.5,5.5,12.26,15.68,0.0,227.05712857960623,49.92844672563078,5.85812356979405,0.95,NORMAL
2025-10-24 12:30:00,2025-10-24,Friday,12:30:00,12,30,4.27,1.21,0.0,3.06,3.06,4.3,8.5,5.5,13.16,16.83,0.0,230.2568570947385,49.8869013580611,5.537757437070939,0.95,NORMAL
2025-10-24 12:45:00,2025-10-24,Friday,12:45:00,12,45,4.45,1.27,0.0,3.18,3.18,4.3,8.5,5.5,13.67,17.49,0.0,232.8030226835218,50.02159349470122,5.812356979405035,0.95,NORMAL
2025-10-24 13:00:00,2025-10-24,Friday,13:00:00,13,0,4.31,1.15,0.0,3.16,3.16,4.3,8.5,5.5,13.59,17.38,0.0,229.4569697872552,49.886621853278456,5.2631578947368425,0.95,NORMAL
2025-10-24 13:15:00,2025-10-24,Friday,13:15:00,13,15,4.14,1.21,0.0,2.93,2.93,4.3,8.5,5.5,12.6,16.12,0.0,230.7227330531767,49.95083179366687,5.537757437070939,0.95,NORMAL
2025-10-24 13:30:00,2025-10-24,Friday,13:30:00,13,30,4.09,1.1,0.0,3.0,3.0,4.3,8.5,5.5,12.9,16.5,0.0,227.20125026669047,49.85362924203086,5.034324942791762,0.95,NORMAL
2025-10-24 13:45:00,2025-10-24,Friday,13:45:00,13,45,4.2,1.17,0.0,3.03,3.03,4.3,8.5,5.5,13.03,16.66,0.0,233.98899233671074,49.97669484754601,5.354691075514874,0.95,NORMAL
2025-10-24 14:00:00,2025-10-24,Friday,14:00:00,14,0,3.7,3.94,0.25,0.0,-0.25,4.3,8.5,5.5,0.0,0.0,2.12,234.82104780828834,49.958696531046336,18.03203661327231,0.95,NORMAL
2025-10-24 14:15:00,2025-10-24,Friday,14:15:00,14,15,4.07,3.84,0.0,0.23,0.23,4.3,8.5,5.5,0.99,1.27,0.0,225.40618926819093,49.98493986530378,17.57437070938215,0.95,NORMAL
2025-10-24 14:30:00,2025-10-24,Friday,14:30:00,14,30,3.73,3.97,0.24,0.0,-0.24,4.3,8.5,5.5,0.0,0.0,2.04,234.04943011294807,49.96783054755593,18.169336384439358,0.95,NORMAL
2025-10-24 14:45:00,2025-10-24,Friday,14:45:00,14,45,3.77,3.85,0.09,0.0,-0.09,4.3,8.5,5.5,0.0,0.0,0.76,230.31227128201925,49.83588343182465,17.620137299771166,0.95,NORMAL
2025-10-24 15:00:00,2025-10-24,Friday,15:00:00,15,0,2.88,3.84,0.96,0.0,-0.96,4.3,8.5,5.5,0.0,0.0,8.16,227.39095601479866,49.969582648600884,17.57437070938215,0.95,NORMAL
2025-10-24 15:15:00,2025-10-24,Friday,15:15:00,15,15,3.08,3.62,0.54,0.0,-0.54,4.3,8.5,5.5,0.0,0.0,4.59,234.5694033411775,49.87722767771163,16.5675057208238,0.95,NORMAL
2025-10-24 15:30:00,2025-10-24,Friday,15:30:00,15,30,3.02,3.81,0.8,0.0,-0.8,4.3,8.5,5.5,0.0,0.0,6.8,230.37053730068467,49.908570494959356,17.437070938215104,0.95,NORMAL
2025-10-24 15:45:00,2025-10-24,Friday,15:45:00,15,45,2.98,3.72,0.74,0.0,-0.74,4.3,8.5,5.5,0.0,0.0,6.29,233.56176490282016,49.96090336554134,17.02517162471396,0.95,NORMAL
2025-10-24 16:00:00,2025-10-24,Friday,16:00:00,16,0,2.28,3.75,1.47,0.0,-1.47,4.3,8.5,5.5,0.0,0.0,12.5,231.44603801612809,49.92731561713279,17.162471395881006,0.95,NORMAL
2025-10-24 16:15:00,2025-10-24,Friday,16:15:00,16,15,2.21,3.81,1.6,0.0,-1.6,4.3,8.5,5.5,0.0,0.0,13.6,230.18020047077107,49.94202657321134,17.437070938215104,0.95,NORMAL
2025-10-24 16:30:00,2025-10-24,Friday,16:30:00,16,30,2.1,3.85,1.75,0.0,-1.75,4.3,8.5,5.5,0.0,0.0,14.88,232.76160373942847,49.933363341546844,17.620137299771166,0.95,NORMAL
2025-10-24 16:45:00,2025-10-24,Friday,16:45:00,16,45,1.88,3.89,2.0,0.0,-2.0,4.3,8.5,5.5,0.0,0.0,17.0,229.0892160876944,50.04057098523802,17.80320366132723,0.95,NORMAL
2025-10-24 17:00:00,2025-10-24,Friday,17:00:00,17,0,1.19,3.39,2.19,0.0,-2.19,4.3,8.5,5.5,0.0,0.0,18.61,235.11954789268688,49.98184506345267,15.51487414187643,0.95,NORMAL
2025-10-24 17:15:00,2025-10-24,Friday,17:15:00,17,15,1.17,3.98,2.81,0.0,-2.81,4.3,8.5,5.5,0.0,0.0,23.88,234.54596548266846,49.964257427385476,18.215102974828376,0.95,NORMAL
2025-10-24 17:30:00,2025-10-24,Friday,17:30:00,17,30,0.97,3.82,2.85,0.0,-2.85,4.3,8.5,5.5,0.0,0.0,24.22,230.8580762511523,50.016712300698636,17.48283752860412,0.95,NORMAL
2025-10-24 17:45:00,2025-10-24,Friday,17:45:00,17,45,1.13,3.8,2.67,0.0,-2.67,4.3,8.5,5.5,0.0,0.0,22.7,233.43645925328943,49.93742406028559,17.391304347826086,0.95,NORMAL
2025-10-24 18:00:00,2025-10-24,Friday,18:00:00,18,0,0.0,2.18,2.18,0.0,-2.18,4.3,8.5,5.5,0.0,0.0,18.53,231.75800023555863,49.893332145772305,9.977116704805493,0.95,NORMAL
2025-10-24 18:15:00,2025-10-24,Friday,18:15:00,18,15,0.0,2.14,2.14,0.0,-2.14,4.3,8.5,5.5,0.0,0.0,18.19,232.1247985095876,49.87580895247825,9.794050343249427,0.95,NORMAL
2025-10-24 18:30:00,2025-10-24,Friday,18:30:00,18,30,0.0,2.34,2.34,0.0,-2.34,4.3,8.5,5.5,0.0,0.0,19.89,230.07296505886765,49.94514371520457,10.709382151029748,0.95,NORMAL
2025-10-24 18:45:00,2025-10-24,Friday,18:45:00,18,45,0.0,2.1,2.1,0.0,-2.1,4.3,8.5,5.5,0.0,0.0,17.85,230.76029276376974,49.84051433039146,9.610983981693364,0.95,NORMAL
2025-10-24 19:00:00,2025-10-24,Friday,19:00:00,19,0,0.0,2.22,2.22,0.0,-2.22,4.3,8.5,5.5,0.0,0.0,18.87,230.41081620680933,50.005854905817536,10.160183066361556,0.95,NORMAL
2025-10-24 19:15:00,2025-10-24,Friday,19:15:00,19,15,0.0,2.38,2.38,0.0,-2.38,4.3,8.5,5.5,0.0,0.0,20.23,228.50547019767538,49.9653562719168,10.892448512585812,0.95,NORMAL
2025-10-24 19:30:00,2025-10-24,Friday,19:30:00,19,30,0.0,2.16,2.16,0.0,-2.16,4.3,8.5,5.5,0.0,0.0,18.36,226.41234733250786,49.91790308313675,9.88558352402746,0.95,NORMAL
2025-10-24 19:45:00,2025-10-24,Friday,19:45:00,19,45,0.0,2.04,2.04,0.0,-2.04,4.3,8.5,5.5,0.0,0.0,17.34,226.64965950682134,49.84535936456008,9.336384439359268,0.95,NORMAL
2025-10-24 20:00:00,2025-10-24,Friday,20:00:00,20,0,0.0,2.23,2.23,0.0,-2.23,4.3,8.5,5.5,0.0,0.0,18.95,232.49354169375266,49.939907872774974,10.205949656750573,0.95,NORMAL
2025-10-24 20:15:00,2025-10-24,Friday,20:15:00,20,15,0.0,2.07,2.07,0.0,-2.07,4.3,8.5,5.5,0.0,0.0,17.59,225.4803010512952,49.96253290230729,9.473684210526315,0.95,NORMAL
2025-10-24 20:30:00,2025-10-24,Friday,20:30:00,20,30,0.0,2.23,2.23,0.0,-2.23,4.3,8.5,5.5,0.0,0.0,18.95,229.45065031045598,49.967310874920386,10.205949656750573,0.95,NORMAL
2025-10-24 20:45:00,2025-10-24,Friday,20:45:00,20,45,0.0,2.21,2.21,0.0,-2.21,4.3,8.5,5.5,0.0,0.0,18.79,228.35910345005632,49.904177618730394,10.11441647597254,0.95,NORMAL
2025-10-24 21:00:00,2025-10-24,Friday,21:00:00,21,0,0.0,2.31,2.31,0.0,-2.31,4.3,8.5,5.5,0.0,0.0,19.64,234.11265218584123,49.91065873170075,10.5720823798627,0.95,NORMAL
2025-10-24 21:15:00,2025-10-24,Friday,21:15:00,21,15,0.0,2.4,2.4,0.0,-2.4,4.3,8.5,5.5,0.0,0.0,20.4,229.55471340733988,49.85339227160253,10.983981693363845,0.95,NORMAL
2025-10-24 21:30:00,2025-10-24,Friday,21:30:00,21,30,0.0,2.09,2.09,0.0,-2.09,4.3,8.5,5.5,0.0,0.0,17.77,231.1791487010007,49.89477406552119,9.565217391304348,0.95,NORMAL
2025-10-24 21:45:00,2025-10-24,Friday,21:45:00,21,45,0.0,2.02,2.02,0.0,-2.02,4.3,8.5,5.5,0.0,0.0,17.17,228.39701080399414,49.94749547740501,9.244851258581235,0.95,NORMAL
2025-10-24 22:00:00,2025-10-24,Friday,22:00:00,22,0,0.0,0.8,0.8,0.0,-0.8,4.3,8.5,5.5,0.0,0.0,6.8,232.14323651924246,49.88506344423196,3.6613272311212817,0.95,NORMAL
2025-10-24 22:15:00,2025-10-24,Friday,22:15:00,22,15,0.0,0.82,0.82,0.0,-0.82,4.3,8.5,5.5,0.0,0.0,6.97,231.20259273126496,49.917133972057876,3.7528604118993134,0.95,NORMAL
2025-10-24 22:30:00,2025-10-24,Friday,22:30:00,22,30,0.0,0.81,0.81,0.0,-0.81,4.3,8.5,5.5,0.0,0.0,6.89,228.83308087454765,49.984500737687,3.7070938215102975,0.95,NORMAL
2025-10-24 22:45:00,2025-10-24,Friday,22:45:00,22,45,0.0,0.82,0.82,0.0,-0.82,4.3,8.5,5.5,0.0,0.0,6.97,235.768288479673,49.91857302649983,3.7528604118993134,0.95,NORMAL
2025-10-24 23:00:00,2025-10-24,Friday,23:00:00,23,0,0.0,0.76,0.76,0.0,-0.76,4.3,8.5,5.5,0.0,0.0,6.46,236.99243910688085,49.92818888490493,3.4782608695652173,0.95,NORMAL
2025-10-24 23:15:00,2025-10-24,Friday,23:15:00,23,15,0.0,0.86,0.86,0.0,-0.86,4.3,8.5,5.5,0.0,0.0,7.31,229.49537213045798,50.011958108496735,3.935926773455378,0.95,NORMAL
2025-10-24 23:30:00,2025-10-24,Friday,23:30:00,23,30,0.0,0.81,0.81,0.0,-0.81,4.3,8.5,5.5,0.0,0.0,6.89,230.52885620103484,49.99405521388604,3.7070938215102975,0.95,NORMAL
2025-10-24 23:45:00,2025-10-24,Friday,23:45:00,23,45,0.0,0.84,0.84,0.0,-0.84,4.3,8.5,5.5,0.0,0.0,7.14,233.166817804239,49.99193038492782,3.8443935926773456,0.95,NORMAL
2025-10-25 00:00:00,2025-10-25,Saturday,00:00:00,0,0,0.0,0.91,0.91,0.0,-0.91,4.3,8.5,5.5,0.0,0.0,7.74,231.55816498411394,49.93243210459789,4.164759725400458,0.95,NORMAL
2025-10-25 00:15:00,2025-10-25,Saturday,00:15:00,0,15,0.0,1.01,1.01,0.0,-1.01,4.3,8.5,5.5,0.0,0.0,8.59,227.90067894165261,49.903144770300194,4.622425629290618,0.95,NORMAL
2025-10-25 00:30:00,2025-10-25,Saturday,00:30:00,0,30,0.0,0.93,0.93,0.0,-0.93,4.3,8.5,5.5,0.0,0.0,7.91,234.5977794586946,49.94069318014742,4.25629290617849,0.95,NORMAL
2025-10-25 00:45:00,2025-10-25,Saturday,00:45:00,0,45,0.0,0.94,0.94,0.0,-0.94,4.3,8.5,5.5,0.0,0.0,7.99,231.54201342960107,49.87265173098244,4.302059496567506,0.95,NORMAL
2025-10-25 01:00:00,2025-10-25,Saturday,01:00:00,1,0,0.0,0.92,0.92,0.0,-0.92,4.3,8.5,5.5,0.0,0.0,7.82,232.35990120453425,49.90220997166836,4.2105263157894735,0.95,NORMAL
2025-10-25 01:15:00,2025-10-25,Saturday,01:15:00,1,15,0.0,0.88,0.88,0.0,-0.88,4.3,8.5,5.5,0.0,0.0,7.48,227.61146548440004,49.931975230758056,4.02745995423341,0.95,NORMAL
2025-10-25 01:30:00,2025-10-25,Saturday,01:30:00,1,30,0.0,0.85,0.85,0.0,-0.85,4.3,8.5,5.5,0.0,0.0,7.22,228.8129815142859,49.854305788742046,3.8901601830663615,0.95,NORMAL
2025-10-25 01:45:00,2025-10-25,Saturday,01:45:00,1,45,0.0,0.95,0.95,0.0,-0.95,4.3,8.5,5.5,0.0,0.0,8.07,228.49126328618172,49.94100695170953,4.3478260869565215,0.95,NORMAL
2025-10-25 02:00:00,2025-10-25,Saturday,02:00:00,2,0,0.0,0.8,0.8,0.0,-0.8,4.3,8.5,5.5,0.0,0.0,6.8,228.97928627755488,49.97450765650336,3.6613272311212817,0.95,NORMAL
2025-10-25 02:15:00,2025-10-25,Saturday,02:15:00,2,15,0.0,0.84,0.84,0.0,-0.84,4.3,8.5,5.5,0.0,0.0,7.14,232.0441184464829,49.98707855760823,3.8443935926773456,0.95,NORMAL
2025-10-25 02:30:00,2025-10-25,Saturday,02:30:00,2,30,0.0,0.87,0.87,0.0,-0.87,4.3,8.5,5.5,0.0,0.0,7.39,237.30541502647452,49.97364978007671,3.9816933638443937,0.95,NORMAL
2025-10-25 02:45:00,2025-10-25,Saturday,02:45:00,2,45,0.0,0.91,0.91,0.0,-0.91,4.3,8.5,5.5,0.0,0.0,7.74,231.62927646284618,49.91203327247816,4.164759725400458,0.95,NORMAL
2025-10-25 03:00:00,2025-10-25,Saturday,03:00:00,3,0,0.0,0.93,0.93,0.0,-0.93,4.3,8.5,5.5,0.0,0.0,7.91,232.53640947573444,49.934648273937064,4.25629290617849,0.95,NORMAL
2025-10-25 03:15:00,2025-10-25,Saturday,03:15:00,3,15,0.0,0.85,0.85,0.0,-0.85,4.3,8.5,5.5,0.0,0.0,7.22,231.61595239235913,49.88914818178795,3.8901601830663615,0.95,NORMAL
2025-10-25 03:30:00,2025-10-25,Saturday,03:30:00,3,30,0.0,0.93,0.93,0.0,-0.93,4.3,8.5,5.5,0.0,0.0,7.91,234.06057776081497,50.011105914766695,4.25629290617849,0.95,NORMAL
2025-10-25 03:45:00,2025-10-25,Saturday,03:45:00,3,45,0.0,0.96,0.96,0.0,-0.96,4.3,8.5,5.5,0.0,0.0,8.16,233.72189454859515,49.88467305304369,4.393592677345538,0.95,NORMAL
2025-10-25 04:00:00,2025-10-25,Saturday,04:00:00,4,0,0.0,1.0,1.0,0.0,-1.0,4.3,8.5,5.5,0.0,0.0,8.5,227.74796369552837,50.001812384139605,4.576659038901602,0.95,NORMAL
2025-10-25 04:15:00,2025-10-25,Saturday,04:15:00,4,15,0.0,0.89,0.89,0.0,-0.89,4.3,8.5,5.5,0.0,0.0,7.57,233.90956702899717,50.01493052055407,4.073226544622425,0.95,NORMAL
2025-10-25 04:30:00,2025-10-25,Saturday,04:30:00,4,30,0.0,0.9,0.9,0.0,-0.9,4.3,8.5,5.5,0.0,0.0,7.65,234.72804830188537,49.93909234109866,4.118993135011442,0.95,NORMAL
2025-10-25 04:45:00,2025-10-25,Saturday,04:45:00,4,45,0.0,0.74,0.74,0.0,-0.74,4.3,8.5,5.5,0.0,0.0,6.29,228.95011023281603,50.072102536430165,3.3867276887871856,0.95,NORMAL
2025-10-25 05:00:00,2025-10-25,Saturday,05:00:00,5,0,0.0,0.96,0.96,0.0,-0.96,4.3,8.5,5.5,0.0,0.0,8.16,235.76869962600566,49.963572945531524,4.393592677345538,0.95,NORMAL
2025-10-25 05:15:00,2025-10-25,Saturday,05:15:00,5,15,0.0,0.92,0.92,0.0,-0.92,4.3,8.5,5.5,0.0,0.0,7.82,231.25838136027278,49.89838681540859,4.2105263157894735,0.95,NORMAL
2025-10-25 05:30:00,2025-10-25,Saturday,05:30:00,5,30,0.0,0.98,0.98,0.0,-0.98,4.3,8.5,5.5,0.0,0.0,8.33,230.75597029793047,49.99983321079861,4.48512585812357,0.95,NORMAL
2025-10-25 05:45:00,2025-10-25,Saturday,05:45:00,5,45,0.0,0.83,0.83,0.0,-0.83,4.3,8.5,5.5,0.0,0.0,7.05,229.89407328727623,49.874295085533205,3.7986270022883297,0.95,NORMAL
